COUNTY,ADDRESS TO,STREET 1,STREET 2,CITY,STATE,ZIP,PHONE
Kingfield,Town Clerk,38 School Street,"",Kingfield,ME,4947,""
Kingsbury Plantation,Town Clerk,1069 Douty Hill Road,Apt 4,Kingsbury Plt,ME,4479,""
Kittery,Town Clerk,200 Rogers Road,"",Kittery,ME,3904,""
Knox,Town Clerk,10 Abbott Road,"",Knox,ME,4986,""
Lagrange,Town Clerk,PO Box 40,"",Lagrange,ME,4453,""
Lake View Plantation,Town Clerk,2061 Lakview Road,"",Lake View Plt,ME,4463,""
Lakeville,Town Clerk,1337 Bottle Lake Road,"",Lakeville,ME,4487,""
Lamoine,Town Clerk,606 Douglas Highway,"",Lamoine,ME,4605,""
Lebanon,Town Clerk,15 Upper Guinea Rd,"",Lebanon,ME,4027,""
Lee,Town Clerk,29 Winn Road,"",Lee,ME,4455,""
Leeds,Town Clerk,PO Box 206,"",Leeds,ME,4263,""
Levant,Town Clerk,PO Box 220,"",Levant,ME,4456,""
Lewiston,Town Clerk,27 Pine Street,"",Lewiston,ME,4240,""
Liberty,Town Clerk,PO Box 116,"",Liberty,ME,4949,""
Limerick,Town Clerk,55 Washington St,"",Limerick,ME,4048,""
Limestone,Town Clerk,93 Main Street,"",Limestone,ME,4750,""
Limington,Town Clerk,PO Box 240,"",Limington,ME,4049,""
Lincoln,Town Clerk,63 Main Street,"",Lincoln,ME,4457,""
Lincoln Plantation,Town Clerk,226 Wilsons Mills Road,"",Lincoln Plt,ME,3579,""
Lincolnville,Town Clerk,493 Hope Rd,"",Lincolnville,ME,4849,""
Linneus,Town Clerk,1185 Hodgdon Mills Rd,"",Linneus,ME,4730,""
Lisbon,Town Clerk,300 Lisbon St,"",Lisbon,ME,4250,""
Litchfield,Town Clerk,2400 Hallowell Road,"",Litchfield,ME,4350,""
Littleton,Town Clerk,1536 US Hwy 1,"",Littleton,ME,4730,""
Livermore,Town Clerk,10 Crash Road,"",Livermore,ME,4253,""
Livermore Falls,Town Clerk,2 Main St,"",Livermore Falls,ME,4254,""
Long Island,Town Clerk,PO Box 263,"",Long Island,ME,4050,""
Lovell,Town Clerk,PO Box 236,"",Lovell,ME,4016,""
Lubec,Town Clerk,40 School Street,"",Lubec,ME,4652,""
Lyman,Town Clerk,11 South Waterboro Road,"",Lyman,ME,4002,""
Machias,Town Clerk,PO Box 418,"",Machias,ME,4654,""
Machiasport,Town Clerk,PO Box 267,"",Machiasport,ME,4655,""
Macwahoc Plantation,Town Clerk,48 Kingman Rd.,"",Macwahoc Plt,ME,4451,""
Madawaska,Town Clerk,328 St Thomas St,Suite 101,Madawaska,ME,4756,""
Madawaska Lake Township,Town Clerk,62 School Street,"",Madawaska Lake Twp,ME,4783,""
Madison,Town Clerk,PO Box 190,"",Madison,ME,4950,""
Magalloway Plantation,Town Clerk,3930 Dam Road,"",Magalloway Plt,ME,3579,""
Manchester,Town Clerk,PO Box 18,"",Manchester,ME,4351,""
Mapleton,Town Clerk,PO Box 500,"",Mapleton,ME,4757,""
Mariaville,Town Clerk,1686 Mariaville Road,"",Mariaville,ME,4605,""
Mars Hill,Town Clerk,PO Box 449,"",Mars Hill,ME,4758,""
Marshfield,Town Clerk,187 Northfield Rd,"",Marshfield,ME,4654,""
Masardis,Town Clerk,26 School,"",Masardis,ME,4732,""
Mattawamkeag,Town Clerk,PO Box 260,"",Mattawamkeag,ME,4459,""
Maxfield,Town Clerk,231 River Rd,"",Maxfield,ME,4453,""
Mechanic Falls,Town Clerk,108 Lewiston Street,"",Mechanic Falls,ME,4256,""
Meddybemps,Town Clerk,726 Main Street,"",Meddybemps,ME,4657,""
Medford,Town Clerk,1015 Medford Center Road,"",Medford,ME,4463,""
Medway,Town Clerk,4 School Street,"",Medway,ME,4460,""
Mercer,Town Clerk,1015 Beech Hill Road,Suite A,Mercer,ME,4957,""
Merrill,Town Clerk,PO Box 239,"",Merrill,ME,4780,""
Mexico,Town Clerk,PO Box 251,"",Mexico,ME,4257,""
Milbridge,Town Clerk,PO Box 66,"",Milbridge,ME,4658,""
Milford,Town Clerk,PO Box 336,"",Milford,ME,4461,""
Millinocket,Town Clerk,197 Penobscot Avenue,"",Millinocket,ME,4462,""
Milo,Town Clerk,PO Box 218,"",Milo,ME,4463,""
Minot,Town Clerk,329 Woodman Hill Road,"",Minot,ME,4258,""
Monhegan Island Plantation,Town Clerk,PO Box 322,"",Monhegan Island Plt,ME,4852,""
Monmouth,Town Clerk,PO Box 270,"",Monmouth,ME,4259,""
Monroe,Town Clerk,8 Swanlake Avenue,"",Monroe,ME,4951,""
Monson,Town Clerk,PO Box 308,"",Monson,ME,4464,""
Monticello,Town Clerk,PO Box 99,"",Monticello,ME,4760,""
Montville,Town Clerk,414 Center Road,"",Montville,ME,4941,""
Moose River,Town Clerk,PO Box 267,"",Moose River,ME,4945,""
Moro Plantation,Town Clerk,PO Box 542,"",Moro Plt,ME,4765,""
Morrill,Town Clerk,PO Box 59,"",Morrill,ME,4952,""
Mount Chase,Town Clerk,1094 Shin Pond Road,"",Mount Chase,ME,4765,""
Mount Desert,Town Clerk,PO Box 248,"",Mount Desert,ME,4662,""
Mount Vernon,Town Clerk,1997 North Road,"",Mount Vernon,ME,4352,""
Naples,Town Clerk,PO Box 1757,"",Naples,ME,4055,""
Nashville Plantation,Town Clerk,800 Portage Road,"",Nashville Plt,ME,4732,""
New Canada,Town Clerk,1809 Caribou Road,"",New Canada,ME,4743,""
New Gloucester,Town Clerk,385 Intervale Road,"",New Gloucester,ME,4260,""
New Limerick,Town Clerk,PO Box 121,"",New Limerick,ME,4761,""
New Sharon,Town Clerk,PO Box 7,"",New Sharon,ME,4955,""
New Sweden,Town Clerk,50 Station Road,"",New Sweden,ME,4762,""
New Vineyard,Town Clerk,PO Box 262,"",New Vineyard,ME,4956,""
Newburgh,Town Clerk,2220 Western Ave,"",Newburgh,ME,4444,""
Newcastle,Town Clerk,4 Pump St,"",Newcastle,ME,4553,""
Newfield,Town Clerk,PO Box 62,"",Newfield,ME,4095,""
Newport,Town Clerk,23 Water St.,"",Newport,ME,4953,""
Newry,Town Clerk,422 Bear River Road,"",Newry,ME,4261,""
No 21 Township,Town Clerk,PO Box 408,"",No 21 Twp,ME,4668,""
Nobleboro,Town Clerk,192 U S Highway 1,"",Nobleboro,ME,4555,""
Norridgewock,Town Clerk,PO Box 7,"",Norridgewock,ME,4957,""
North Berwick,Town Clerk,PO Box 422,"",North Berwick,ME,3906,""
North Haven,Town Clerk,16 Town Office Square,"",North Haven,ME,4853,""
North Yarmouth,Town Clerk,10 Village Square Road,"",North Yarmouth,ME,4097,""
Northfield,Town Clerk,1932 Northfield Road,"",Northfield,ME,4654,""
Northport,Town Clerk,16 Beech Hill Road,"",Northport,ME,4849,""
Norway,Town Clerk,19 Danforth Street,"",Norway,ME,4268,""
Oakfield,Town Clerk,PO Box 10,"",Oakfield,ME,4763,""
Oakland,Town Clerk,PO Box 187,"",Oakland,ME,4963,""
Ogunquit,Town Clerk,PO Box 875,"",Ogunquit,ME,3907,""
Old Orchard Beach,Town Clerk,1 Portland Avenue,"",Old Orchard Beach,ME,4064,""
Old Town,Town Clerk,265 Main Street,"",Old Town,ME,4468,""
Orient,Town Clerk,82 School House Road,"",Orient,ME,4471,""
Orland,Town Clerk,PO Box 67,"",Orland,ME,4472,""
Orono,Town Clerk,59 Main Street,"",Orono,ME,4473,""
Orrington,Town Clerk,1 Municipal Way,"",Orrington,ME,4474,""
Otis,Town Clerk,132 Otis Road,"",Otis,ME,4605,""
Otisfield,Town Clerk,403 State Route 121,"",Otisfield,ME,4270,""
Owls Head,Town Clerk,PO Box 128,"",Owls Head,ME,4854,""
Oxbow Plantation,Town Clerk,26 School,"",Oxbow Plt,ME,4732,""
Oxford,Town Clerk,PO Box 153,"",Oxford,ME,4270,""
Palmyra,Town Clerk,PO Box 6,"",Palmyra,ME,4965,""
Paris,Town Clerk,33 Market Square,"",Paris,ME,4281,""
Parkman,Town Clerk,771 State Hwy 150,"",Parkman,ME,4443,""
Parsonsfield,Town Clerk,634 North Road,"",Parsonsfield,ME,4047,""
Passadumkeag,Town Clerk,34 Pleasant St,"",Passadumkeag,ME,4475,""
Patten,Town Clerk,PO Box 260,"",Patten,ME,4765,""
Pembroke,Town Clerk,71 Front  St.,"",Pembroke,ME,4666,""
Penobscot,Town Clerk,PO Box 4,"",Penobscot,ME,4476,""
Penobscot Nation Voting District,Town Clerk,12 Wabanaki Way,Community Building,Penobscot Nation Voting District,ME,4468,""
Perham,Town Clerk,206 High Meadow Rd,"",Perham,ME,4766,""
Perry,Town Clerk,71 Front St.,"",Perry,ME,4666,""
Peru,Town Clerk,PO Box 429,"",Peru,ME,4290,""
Phillips,Town Clerk,1368 Rangeley Rd.,"",Phillips,ME,4966,""
Phippsburg,Town Clerk,1042 Main Road,"",Phippsburg,ME,4562,""
Pittsfield,Town Clerk,112 Somerset Avenue,"",Pittsfield,ME,4967,""
Pittston,Town Clerk,38 Whitefield Rd,"",Pittston,ME,4345,""
Pleasant Point Voting District,Town Clerk,PO Box 343,"",Pleasant Point Voting District,ME,4667,""
Pleasant Ridge Plantation,Town Clerk,PO Box 151,"",Pleasant Ridge Plt,ME,4920,""
Plymouth,Town Clerk,PO Box 130,"",Plymouth,ME,4969,""
Poland,Town Clerk,1231 Maine Street,"",Poland,ME,4274,""
Portage Lake,Town Clerk,PO Box 255,"",Portage Lake,ME,4768,""
Porter,Town Clerk,71 Main Street,"",Porter,ME,4068,""
Portland,Town Clerk,389 Congress Street,"",Portland,ME,04101,""
Pownal,Town Clerk,429 Hallowell Road,"",Pownal,ME,4069,""
Presque Isle,Town Clerk,12 Second Street,"",Presque Isle,ME,4769,""
Princeton,Town Clerk,PO Box 408,"",Princeton,ME,4668,""
Prospect,Town Clerk,958 Bangor Road,"",Prospect,ME,4981,""
Randolph,Town Clerk,121 Kinderhook Street,"",Randolph,ME,4346,""
Rangeley,Town Clerk,15 School Street,"",Rangeley,ME,4970,""
Rangeley Plantation,Town Clerk,PO Box 308,"",Rangeley Plt,ME,4970,""
Raymond,Town Clerk,401 Webbs Mills Rd,"",Raymond,ME,4071,""
Readfield,Town Clerk,8 Old Kents Hill Rd,"",Readfield,ME,4355,""
Reed Plantation,Town Clerk,PO Box 92,"",Reed Plt,ME,4497,""
Richmond,Town Clerk,PO Box 159,"",Richmond,ME,4357,""
Ripley,Town Clerk,1084 Main Street,"",Ripley,ME,4930,""
Robbinston,Town Clerk,PO Box 1,"",Robbinston,ME,4671,""
Rockland,Town Clerk,270 Pleasant,"",Rockland,ME,4841,""
Rockport,Town Clerk,PO Box 10,"",Rockport,ME,4856,""
Rockwood Strip Township,Town Clerk,PO Box 23,"",Rockwood Strip Twp,ME,4478,""
Rome,Town Clerk,8 Mercer Road,"",Rome,ME,4963,""
Roxbury,Town Clerk,1095 Roxbury Road,"",Roxbury,ME,4275,""
Rumford,Town Clerk,145 Congress Street,"",Rumford,ME,4276,""
Sabattus,Town Clerk,190 Middle Rd,"",Sabattus,ME,4280,""
Saco,Town Clerk,300 Main Street,"",Saco,ME,4072,""
Saint Agatha,Town Clerk,PO Box 110,"",Saint Agatha,ME,4772,""
Saint Albans,Town Clerk,7 Water Street,"",Saint Albans,ME,4971,""
Saint Francis,Town Clerk,873 Main Street,"",Saint Francis,ME,4774,""
Saint George,Town Clerk,PO Box 131,"",Saint George,ME,4860,""
Saint John Plantation,Town Clerk,1774 St. John Rd.,"",Saint John Plt,ME,4743,""
Sanford,Town Clerk,919 Main St,"",Sanford,ME,4073,""
Sangerville,Town Clerk,PO Box 188,"",Sangerville,ME,4479,""
Scarborough,Town Clerk,PO Box 360,"",Scarborough,ME,4070,""
Searsmont,Town Clerk,PO Box 56,"",Searsmont,ME,4973,""
Searsport,Town Clerk,PO Box 499,"",Searsport,ME,4974,""
Sebago,Town Clerk,406 Bridgton Rd,"",Sebago,ME,4029,""
Sebec,Town Clerk,29 North Road,"",Sebec,ME,4481,""
Seboeis Plantation,Town Clerk,1134 Seboeis Road,"",Seboeis Plt,ME,4448,""
Sedgwick,Town Clerk,PO Box 40,"",Sedgwick,ME,4676,""
Shapleigh,Town Clerk,PO Box 26,"",Shapleigh,ME,4076,""
Sherman,Town Clerk,36 School St,Suite 1,Sherman,ME,4776,""
Shirley,Town Clerk,PO Box 147,"",Shirley,ME,4485,""
Sidney,Town Clerk,2986 Middle Road,"",Sidney,ME,4330,""
Silver Ridge Township,Town Clerk,36 School Street,Suite 1,Silver Ridge Twp,ME,4776,""
Sinclair ,Town Clerk,PO Box 110,"",Sinclair (T17 R4),ME,4772,""
Skowhegan,Town Clerk,225 Water St,"",Skowhegan,ME,4976,""
Smithfield,Town Clerk,926 Village Rd,"",Smithfield,ME,4978,""
Smyrna,Town Clerk,PO Box 239,"",Smyrna,ME,4780,""
Solon,Town Clerk,PO Box 14,"",Solon,ME,4979,""
Somerville,Town Clerk,72 Sandhill Road,"",Somerville,ME,4348,""
Sorrento,Town Clerk,79 Pomola Ave,"",Sorrento,ME,4677,""
South Berwick,Town Clerk,180 Main Street,"",South Berwick,ME,3908,""
South Bristol,Town Clerk,470 Clarks Cove Rd,Walpole,South Bristol,ME,4573,""
South Portland,Town Clerk,25 Cottage Road,"",South Portland,ME,4106,""
South Thomaston,Town Clerk,PO Box 147,"",South Thomaston,ME,4858,""
Southport,Town Clerk,PO Box 149,"",Southport,ME,4576,""
Southwest Harbor,Town Clerk,PO Box 745,"",Southwest Harbor,ME,4679,""
Springfield,Town Clerk,PO Box 197,"",Springfield,ME,4487,""
Stacyville,Town Clerk,PO Box 116,"",Stacyville,ME,4777,""
Standish,Town Clerk,175 Northeast Road,"",Standish,ME,4084,""
Starks,Town Clerk,57 Anson Road,"",Starks,ME,4911,""
Stetson,Town Clerk,PO Box 85,"",Stetson,ME,4488,""
Steuben,Town Clerk,294 US Route 1,"",Steuben,ME,4680,""
Stockholm,Town Clerk,PO Box 10,"",Stockholm,ME,4783,""
Stockton Springs,Town Clerk,PO Box 339,"",Stockton Springs,ME,4981,""
Stoneham,Town Clerk,P. O. Box 91,"",Stoneham,ME,4231,""
Stow,Town Clerk,710 Stow Rd.,"",Stow,ME,4037,""
Strong,Town Clerk,14 South Main Street,"",Strong,ME,4983,""
Sullivan,Town Clerk,1888 U S Hwy 1,"",Sullivan,ME,4664,""
Sumner,Town Clerk,633 Main Street,"",Sumner,ME,4292,""
Surry,Town Clerk,PO Box 147,"",Surry,ME,4684,""
Swans Island,Town Clerk,PO Box 11,"",Swans Island,ME,4685,""
Swanville,Town Clerk,6 Town House Road,"",Swanville,ME,4915,""
Sweden,Town Clerk,147 Bridgton Road,"",Sweden,ME,4040,""
Temple,Town Clerk,PO Box 549,"",Temple,ME,4984,""
The Forks Plantation,Town Clerk,PO Box 71,"",The Forks Plt,ME,4985,""
Thomaston,Town Clerk,170 Main,"",Thomaston,ME,4861,""
Thorndike,Town Clerk,PO Box 10,"",Thorndike,ME,4986,""
Topsfield,Town Clerk,PO Box 59,"",Topsfield,ME,4490,""
Topsham,Town Clerk,100 Main Street,"",Topsham,ME,4086,""
Trenton,Town Clerk,59 Oak Point Road,"",Trenton,ME,4605,""
Troy,Town Clerk,129 Rogers Road,"",Troy,ME,4987,""
Turner,Town Clerk,11 Turner Center Rd,"",Turner,ME,4282,""
Union,Town Clerk,PO Box 186,"",Union,ME,4862,""
Unity,Town Clerk,PO Box 416,"",Unity,ME,4988,""
Van Buren,Town Clerk,51 Main Street,#101,Van Buren,ME,4785,""
Vanceboro,Town Clerk,9 Winchester Way,"",Vanceboro,ME,4491,""
Vassalboro,Town Clerk,PO Box 129,"",Vassalboro,ME,4962,""
Veazie,Town Clerk,1084 Main Street,"",Veazie,ME,4401,""
Verona Island,Town Clerk,PO Box 1940,"",Verona Island,ME,4416,""
Vinalhaven,Town Clerk,PO Box 815,"",Vinalhaven,ME,4863,""
Wade,Town Clerk,PO Box 189,"",Wade,ME,4786,""
Waldo,Town Clerk,54 Gurney Hill Road,"",Waldo,ME,4915,""
Waldoboro,Town Clerk,PO Box J,"",Waldoboro,ME,4572,""
Wales,Town Clerk,175 Centre Road,"",Wales,ME,4280,""
Wallagrass,Town Clerk,1080 Aroostook Road 2,"",Wallagrass,ME,4781,""
Waltham,Town Clerk,1525 Waltham Road,"",Waltham,ME,4605,""
Warren,Town Clerk,167 Western Road,"",Warren,ME,4864,""
Washburn,Town Clerk,1287 Main Street,"",Washburn,ME,4786,""
Washington,Town Clerk,PO Box 408,"",Washington,ME,4574,""
Waterboro,Town Clerk,24 Townhouse Road,"",Waterboro,ME,4030,""
Waterford,Town Clerk,366 Valley Road,"",Waterford,ME,4088,""
Waterville,Town Clerk,1 Common Street,"",Waterville,ME,4901,""
Wayne,Town Clerk,PO Box 400,"",Wayne,ME,4284,""
Weld,Town Clerk,PO Box 87,"",Weld,ME,4285,""
Wellington,Town Clerk,PO Box 40,"",Wellington,ME,4942,""
Wells,Town Clerk,208 Sanford Rd,"",Wells,ME,4090,""
West Bath,Town Clerk,219 Fosters Point Rd,"",West Bath,ME,4530,""
West Forks Plantation,Town Clerk,PO Box 15,"",West Forks Plt,ME,4985,""
West Gardiner,Town Clerk,318 Spears Corner Road,"",West Gardiner,ME,4345,""
West Paris,Town Clerk,PO Box 247,"",West Paris,ME,4289,""
Westbrook,Town Clerk,2 York St.,"",Westbrook,ME,4092,""
Westmanland,Town Clerk,1157 Westmanland,"",Westmanland,ME,4783,""
Weston,Town Clerk,5 Church Lane,"",Weston,ME,4424,""
Westport Island,Town Clerk,6 Fowles Point Road,"",Westport Island,ME,4578,""
Whitefield,Town Clerk,PO Box 58,"",Whitefield,ME,4353,""
Whiting,Town Clerk,PO Box 101,"",Whiting,ME,4691,""
Willimantic,Town Clerk,PO Box 765,"",Willimantic,ME,4443,""
Wilton,Town Clerk,158 Weld Road,"",Wilton,ME,4294,""
Windham,Town Clerk,8 School Road,"",Windham,ME,4062,""
Windsor,Town Clerk,PO Box 179,"",Windsor,ME,4363,""
Winn,Town Clerk,PO Box 98,"",Winn,ME,4495,""
Winslow,Town Clerk,114 Benton Avenue,"",Winslow,ME,4901,""
Winter Harbor,Town Clerk,PO Box 98,"",Winter Harbor,ME,4693,""
Winterport,Town Clerk,PO Box 559,"",Winterport,ME,4496,""
Winterville Plantation,Town Clerk,391 Quimby Road,"",Winterville Plt,ME,4739,""
Wiscasset,Town Clerk,51 Bath Road,"",Wiscasset,ME,4578,""
Woodland,Town Clerk,843 Woodland Center Road,Ste 1,Woodland,ME,4736,""
Woodstock,Town Clerk,PO Box 317,"",Woodstock,ME,4219,""
Woodville,Town Clerk,624 Woodville Road,"",Woodville,ME,4457,""
Woolwich,Town Clerk,13 Nequasset Road,"",Woolwich,ME,4579,""
Yarmouth,Town Clerk,200 Main Street,"",Yarmouth,ME,4096,""
York,Town Clerk,186 York Street,"",York,ME,3909,""
Amity,Town Clerk,PO Box 30,"",Amity,ME,4471,""
Bowdoin,Town Clerk,PO Box 21,"",Bowdoin,ME,4287,""
Brighton Plantation,Town Clerk,PO Box 126,"",Brighton Plt.,ME,4912,""
Canton,Town Clerk,9 Staples Hill Road,"",Canton,ME,4221,""
Carroll Plantation,Town Clerk,306 Osgood Road,"",Carroll Plt.,ME,4487,""
Dallas Plantation,Town Clerk,PO Box 460,"",Dallas Plt.,ME,4970,""
Damariscotta,Town Clerk,21 School Street,"",Damariscotta,ME,4543,""
Detroit,Town Clerk,35 South Main Street,"",Detroit,ME,4929,""
Garfield Plantation,Town Clerk,PO Box 704,"",Garfield Plt.,ME,4732,""
Grand Isle,Town Clerk,366 Main Street,"",Grand Isle,ME,4746,""
Hamlin,Town Clerk,1074 Hamlin Road,"",Hamlin,ME,4785,""
Hammond,Town Clerk,PO Box 827,"",Hammond,ME,4730,""
Highland Plantation,Town Clerk,130 Howard Hill Road,"",Highland Plt.,ME,4961,""
Indian Township,Town Clerk,PO Box 301,"",Indian Township,ME,4668,""
Isle Au Haut,Town Clerk,PO Box 106,"",Isle Au Haut,ME,4645,""
Jonesport,Town Clerk,70 Snare Creek Lane,Lower Level,Jonesport,ME,4649,""
Kingman Township,Town Clerk,778 Tucker Ridge Road,"",Kingman Twp.,ME,4487,""
Lowell,Town Clerk,PO Box 166,"",Lowell,ME,4417,""
Winthrop,Town Clerk,17 Highland Avenue,"",Winthrop,ME,4364,""
Whitneyville,Town Clerk,181 South Main Street,"",Whitneyville,ME,4654,""
Ludlow,Town Clerk,PO Box 487,"",Ludlow,ME,4730,""
Matinicus Isle Plantation,Town Clerk,PO Box 198,"",Matinicus Isle Plt.,ME,4851,""
New Portland,Town Clerk,901 River Road,"",New Portland,ME,4961,""
Osborn,Town Clerk,179 Moose Hill Road,"",Osborn,ME,4605,""
Palermo,Town Clerk,PO Box 89,"",Palermo,ME,4354,""
Prentiss Township,Town Clerk,778 Tucker Ridge Road,"",Prentiss Twp.,ME,4487,""
Roque Bluffs,Town Clerk,3 Roque Bluffs Road,"",Roque Bluffs,ME,4654,""
Sandy River Plantation,Town Clerk,33 Townhall Road,"",Sandy River Plt.,ME,4970,""
Stonington,Town Clerk,PO Box 9,"",Stonington,ME,4681,""
Talmadge,Town Clerk,PO Box 22,"",Talmadge,ME,4413,""
Tremont,Town Clerk,20 Harbor Dr,"",Tremont,ME,4653,""
Upton,Town Clerk,27 Thistle Street,"",Upton,ME,4261,""
Vienna,Town Clerk,346 Town House Road,"",Vienna,ME,4360,""
Waite,Town Clerk,PO Box 29,"",Waite,ME,4492,""
Webster Plantation,Town Clerk,778 Tucker Ridge Road,"",Webster Plt.,ME,4487,""
Wesley,Town Clerk,492 Cooper Road,"",Wesley,ME,4694,""
Big Lake Township,Town Clerk,PO Box 408,"",Big Lake Twp.,ME,4668,""
Westfield,Town Clerk,PO Box 146,"",Westfield,ME,4787,""
Moscow,Town Clerk,"","",Moscow,ME,4920,""
Allegany County,Board of Elections,701 Kelly Road,Suite 213,Cumberland,MD,21502,""
Anne Arundel County,Anne Arundel County Board of Elections,PO Box 490,"",Glen Burnie,MD,21060,""
Baltimore City,Board of Elections,"Charles L. Benton Bldg., Room 129",417 E. Fayette Street,Baltimore,MD,21202,""
Baltimore County,Baltimore County Board of Elections,106 Bloomsbury Avenue,"",Catonsville,MD,21228,""
Calvert County,Calvert County Election Board,PO Box 798,"",Prince Frederick,MD,20678,""
Caroline County,Caroline County Board of Elections,Health and Public Services Building,"403 S Seventh Sreet, Suite 247",Denton,MD,21629,""
Carroll County,Board of Elections,300 South Center Street,Room 212,Westminster,MD,21157,""
Cecil County,Cecil County Election Board,"200 Chesapeake Boulvard, Suite 1900","",Elkton,MD,21921,""
Charles County,Board of Elections,PO Box 908,"",La Plata,MD,20646,""
Dorchester County,Dorchester County Board of Elections,County Office Bldg,PO Box 414,Cambridge,MD,21613,""
Frederick County,Frederick County Board of Elections,12 E. Church Street,Winchester Hall,Frederick,MD,21701,""
Garrett County,County Board of Elections,Public Service Center,"2008 Maryland Highway, Suite 1",Mountain Lake Park,MD,21550,""
Harford County,Board of Elections,133 Industry Lane,"",Forest Hill,MD,21050,""
Howard County,Board of Elections,9770 Patuxent Woods Drive,Suite 200,Columbia,MD,21046,""
Kent County,Board of Elections,135 Dixon Drive,"",Chestertown,MD,21620,""
Montgomery County,County Board of Elections,P.O. Box 10159,"",Rockville,MD,20849,""
Prince Georges County,Board of Elections,"1100 Mercantile Lane, Suite 115A","",Largo,MD,20774,""
Queen Annes County,Board of Elections,PO Box 274,"",Centreville,MD,21617,""
Somerset County,Board of Elections,PO Box 96,"",Princess Anne,MD,21853,""
Saint Marys County,St Marys County Election Office,PO Box 197,"",Leonardtown,MD,20650,""
Talbot County,Board of Elections,PO Box 353,"",Easton,MD,21601,""
Washington County,Washington County Board of Elections,35 W. Washington Street,Room 101,Hagerstown,MD,21740,""
Wicomico County,Board of Elections,PO Box 4091,"",Salisbury,MD,21803,""
Worcester County,County Board of Elections,100 Belt Street,"",Snow Hill,MD,21863,""
Absentee Overseas Voter Election Office ,Maryland State Board of Elections,P.O. Box 6486,"",Annapolis,MD,21401,""
Absentee Overseas Voter Election Office,Alaska State Division of Elections,Absentee and Petition Office,619 E Ship Creek Ave Ste 329,Anchorage,AK,99501,""
"Region I Elections Office: Southest Alaska, Prince William Sound, Kodiak & Kenai Peninsula",Region I Elections Office,PO Box 110018,"",Juneau,AK,99811,""
Region II Elections Office: Anchorage Vicinity,Region II Elections Office,2525 Gambell St,Suite 100,Anchorage,AK,99503,""
Region II Elections Office: Matanuska-Susitna Vicinity,Region II Elections Office: Matanuska-Susitna Office,North Fork Professional Building,1700 E. Bogard Rd. Suite B102,Wasilla,AK,99654,""
"Regions III Elections Office: Fairbanks, Interior, Eastern Mat-Su & Valdez",Regions III Elections Office,675 7th Ave,Suite H3,Fairbanks,AK,99701,""
"Regions IV Elections Office: Northern, Western & Southwest Alaska & Aleutian Chain",Regions IV Elections Office,PO Box 577,"",Nome,AK,99762,""
Alcona County,Alcona County Clerk,PO Box 308,"",Harrisville,MI,48740,""
Alger County,Alger County Clerk,101 Court Street,"",Munising,MI,49862,""
Allegan County,Allegan County Clerk,113 Chestnut Street,"",Allegan,MI,49010,""
Alpena County,Alpena County Clerk,720 Chisholm Street,Suite 2,Alpena,MI,49707,""
